agg_næring,år,totGDP,secGDP/totGDP,GWh/gdp,fossGWh/totGWh,mtCO2e/fossGWh,mtCO2e,res
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",1997,2222870.0,0.2746732827380818,0.0728491572532236,0.4188493446345466,0.6987117552334944,13017.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",1998,2256049.0,0.2566132207234861,0.0748049857323485,0.4206479322049553,0.6958884558379536,12677.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",1999,2293937.0,0.2518839880955754,0.0734312208595964,0.4445308633246129,0.7005461004188537,13213.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2000,2381713.0,0.2572942247869496,0.0768471330823546,0.3158285908434554,0.9623478787063808,14313.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2001,2418961.0,0.2590802414755757,0.0802371131553123,0.356130058665606,0.8462698235425509,15155.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2002,2419667.0,0.2643826609198704,0.080730884546003,0.3765708200212992,0.7611065405183052,14802.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2003,2445845.0,0.2627329205243995,0.0864109155872045,0.3104379772367094,0.8815407819932707,15196.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2004,2517952.0,0.2586749072261902,0.0875453494459806,0.3261254625488855,0.8277586577758658,15393.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2005,2489504.0,0.2522711351337455,0.0906787892298138,0.2938945372175104,0.9083467766027364,15203.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2006,2541231.0,0.23477794816764,0.1002623088204483,0.2678078871261639,0.933458177278402,14954.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2007,2579927.0,0.2238985831769658,0.1045890014922737,0.2809236116858396,0.972307329719538,16502.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2008,2597209.0,0.2180221152783622,0.1146333150257219,0.2590470028192448,0.9567053226286054,16087.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2009,2543097.0,0.2196121500674178,0.1132328848064888,0.2996363061353573,0.7880099213678822,14932.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2010,2550537.0,0.2095476364389146,0.1279368482895788,0.2523363119177501,0.9284803523820564,16020.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2011,2567673.0,0.2000243021599713,0.1305361986148673,0.2595050937458049,0.9018852741694448,15691.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2012,2637544.0,0.1940691795094224,0.1343378931204651,0.2533630004508238,0.901389048329698,15704.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2013,2670968.0,0.1876390881508127,0.1384637793358846,0.2593990921536134,0.8737847897339037,15729.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2014,2722102.0,0.1839512259276103,0.1450710357195636,0.2335150463918945,0.976655072805518,16567.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2015,2768846.0,0.1880129844707867,0.141511662975264,0.2247108649617201,1.0180620997946117,16853.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2016,2794643.0,0.1886151469078519,0.1373142709708752,0.2255595468361425,1.0015312997672423,16351.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2017,2860728.0,0.1934304834293927,0.1319720539548063,0.2194530789981787,0.998190440534132,15997.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2018,2888791.0,0.1820270140692075,0.1354599705612755,0.228962515793907,0.965785762462444,15751.0,0.0
"Bergverksdrift og utvinning av råolje og naturgass, inkl. tjenester",2019,2932024.0,0.178399290046739,0.136830372932164,0.2196529369026993,0.999236689778004,15709.0,0.0
Industri,1990,1776729.0,0.098589599201679,1.4809067918043923,2.2096404863418733,0.0352236764516027,20190.0,0.0
Industri,1991,1781787.0,0.0962017345507628,1.4418386217920671,2.229284595807353,0.033668444771953,18550.0,0.0
Industri,1992,1833320.0,0.0947477799838544,1.5369164608555983,2.2271778909003737,0.027503309041799,16353.0,0.0
Industri,1993,1857118.0,0.0943117238646117,1.5408625847854387,2.239800058544755,0.0284494809545473,17197.0,0.0
Industri,1994,1961089.0,0.090634846251241,1.5806754696387482,2.2487524648163046,0.028661150118076,18108.0,0.0
Industri,1995,2018526.0,0.0859240851988034,1.539760147601476,2.2851237193697203,0.0286568259877821,17488.0,0.0
Industri,1996,2117728.0,0.0848725615376479,1.5820393129962111,2.290770913413352,0.0277164126174616,18054.0,0.0
Industri,1997,2222870.0,0.0843603089699352,1.559033073452715,2.2969937028181686,0.0265154504692993,17806.0,0.0
Industri,1998,2256049.0,0.0821626657931631,1.5833688492309683,2.286949144457543,0.0269541056144454,18092.0,0.0
Industri,1999,2293937.0,0.0807768478384541,1.6068743692558434,2.277696986387864,0.0264088401048686,17910.0,0.0
Industri,2000,2381713.0,0.0769412603449702,1.6265797917621636,2.308279152156847,0.0257878198587868,17743.0,0.0
Industri,2001,2418961.0,0.0751922002876441,1.6418160726165147,2.328910841356216,0.0248277785845851,17267.0,0.0
Industri,2002,2419667.0,0.0751165346305917,1.4998707064927348,2.3705412821152407,0.0251300604421281,16240.0,0.0
Industri,2003,2445845.0,0.0764255298271149,1.6029102581249164,2.361796785304248,0.0225506640985457,15958.0,0.0
Industri,2004,2517952.0,0.0779836152555727,1.495663555019123,2.3786922812381888,0.0232954618653833,16274.0,0.0
Industri,2005,2489504.0,0.0819412220265562,1.583980822871373,2.3440940081269863,0.0209855484232123,15895.0,0.0
Industri,2006,2541231.0,0.0813027229716621,1.627223402659129,2.3473627226731786,0.0195582508955486,15435.0,0.0
Industri,2007,2579927.0,0.0825883833147217,1.5372127731471052,2.357370312361657,0.0195097691309449,15064.0,0.0
Industri,2008,2597209.0,0.0841141394473837,1.4384011864763666,2.400870683180794,0.0192951063040135,14557.0,0.0
Industri,2009,2543097.0,0.0788483490798817,1.5114128835671432,2.406791237581129,0.0164007244121691,11963.0,0.0
Industri,2010,2550537.0,0.0803172037888491,1.4559047507468807,2.443960502271622,0.0175936583806535,12824.0,0.0
Industri,2011,2567673.0,0.0807474316238866,1.5544703448076282,2.401501118547409,0.0165261173637283,12791.0,0.0
Industri,2012,2637544.0,0.0800399917499006,1.4993676252552,2.4203329858149307,0.0162326982618638,12436.0,0.0
Industri,2013,2670968.0,0.081509774733355,1.50186945937256,2.409224643088705,0.0157334379351798,12394.0,0.0
Industri,2014,2722102.0,0.0823113902418057,1.3601713826653574,2.4611661635385222,0.0159426183064134,11958.0,0.0
Industri,2015,2768846.0,0.0772365093616618,1.5245164970821488,2.4368227171369243,0.0154694324518232,12290.0,0.0
Industri,2016,2794643.0,0.0732515745302709,1.3954580093008715,2.491561853486752,0.0168400170282835,11986.0,0.0
Industri,2017,2860728.0,0.0717873212692713,1.6600816111879395,2.417392885741858,0.0149355691994078,12309.0,0.0
Industri,2018,2888791.0,0.072478763607336,1.609286642213052,2.410834377021837,0.0151454905142179,12303.0,0.0
Industri,2019,2932024.0,0.0729785977195275,1.4846454025002922,2.437264894846023,0.0153888278272369,11915.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1990,1776729.0,0.0323003676981689,0.0671383017651466,1.8294835193355827,0.3355085827776989,2365.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1991,1781787.0,0.0316654010832944,0.0743871962567129,1.8313080771979984,0.3008066614623991,2312.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1992,1833320.0,0.0314620469967054,0.0731796116504854,1.7877280265339968,0.30188179167771,2278.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1993,1857118.0,0.0302150967251407,0.0743321511949102,1.802445456725006,0.3071295557329077,2309.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1994,1961089.0,0.027783032794534,0.0949068550977333,1.8108683040030944,0.2541648868005126,2380.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1995,2018526.0,0.0287878382542508,0.0870605241873031,1.802727811820518,0.262609649122807,2395.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1996,2117728.0,0.0252662287130358,0.0792045900536378,1.7428032090608778,0.3253452477660438,2403.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1997,2222870.0,0.0257774858628709,0.093717277486911,1.764245810055866,0.2462529026810217,2333.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1998,2256049.0,0.0263766434151031,0.0812845547582637,1.7306181517469506,0.2650818301278222,2219.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",1999,2293937.0,0.0256210174908901,0.08668946625151,1.7519136408243376,0.2375084024198969,2120.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2000,2381713.0,0.0268579799497252,0.0750218859429714,1.738695561575328,0.2591083413231064,2162.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2001,2418961.0,0.0275258675108858,0.0834584885257719,1.7016375742307,0.2266285956006768,2143.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2002,2419667.0,0.0271264599632924,0.0822859058153175,1.6667283836326603,0.2330593201510775,2098.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2003,2445845.0,0.0234499733221034,0.1130677360299886,1.601542020046261,0.2245330252262661,2332.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2004,2517952.0,0.0240508953308085,0.1076801136082167,1.5942340131881614,0.2174874951904578,2261.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2005,2489504.0,0.0286908556885226,0.0993755775207907,1.6173570019723866,0.189198606271777,2172.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2006,2541231.0,0.0272726092197049,0.0936282572937408,1.6171983356449375,0.2221269296740995,2331.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2007,2579927.0,0.024955744871851,0.1485462226640159,1.7696570472605604,0.158109305760709,2676.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2008,2597209.0,0.0244620282772776,0.1420521618686352,1.744819944598338,0.159077919603734,2505.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2009,2543097.0,0.0234603713503653,0.250544735342429,1.8284720363928284,0.1395068052100102,3813.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2010,2550537.0,0.0228626363781431,0.2519892989436136,1.7402341091602014,0.1644440968284384,4205.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2011,2567673.0,0.0226792897693748,0.2285989044012845,1.6629356971153846,0.1820481546731716,4030.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2012,2637544.0,0.0251298177395334,0.1716932454247823,1.4675746924428823,0.2115442189090473,3533.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2013,2670968.0,0.0244091280764127,0.1746119393827842,1.4385980323260716,0.2180497038529645,3571.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2014,2722102.0,0.0254645123511168,0.1587200830964986,1.4359207416833304,0.2218635270287378,3505.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2015,2768846.0,0.0257851104756277,0.1722529588906786,1.461457147503659,0.1872252823679964,3365.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2016,2794643.0,0.0257746696089625,0.1688300870458552,1.422744840062495,0.1938504219165414,3354.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2017,2860728.0,0.0257308629132164,0.1717181322936054,1.443512658227848,0.1904527019620738,3475.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2018,2888791.0,0.0255068642902861,0.1743933554095869,1.4238132295719843,0.1887297770004372,3453.0,0.0
"Energi- og vannforsyning, avløp og renovasjon",2019,2932024.0,0.0239288627923918,0.1908779931584948,1.4363799283154122,0.1679663131628197,3231.0,0.0
Bygge- og anleggsvirksomhet,1990,1776729.0,0.0582215971034412,0.0440721549824059,0.1862250493529282,1.2862190812720848,1092.0,0.0
Bygge- og anleggsvirksomhet,1991,1781787.0,0.0522323936587257,0.049555696433752,0.1968777103209019,1.2147577092511013,1103.0,0.0
Bygge- og anleggsvirksomhet,1992,1833320.0,0.0512540091200663,0.0491140318203586,0.2255687973997833,1.0864553314121037,1131.0,0.0
Bygge- og anleggsvirksomhet,1993,1857118.0,0.0482231069862012,0.0578074054223056,0.1947073594745992,1.281746031746032,1292.0,0.0
Bygge- og anleggsvirksomhet,1994,1961089.0,0.0476107917590685,0.054022212940055,0.2268041237113402,1.090034965034965,1247.0,0.0
Bygge- og anleggsvirksomhet,1995,2018526.0,0.0492393954796718,0.0953305631294584,0.1229551451187335,1.1828326180257511,1378.0,0.0
Bygge- og anleggsvirksomhet,1996,2117728.0,0.0490162098248689,0.0999874762771788,0.1222661142691974,1.2222222222222223,1551.0,0.0
Bygge- og anleggsvirksomhet,1997,2222870.0,0.0515702672670916,0.0909154352111938,0.1358664363845711,1.0967514124293785,1553.0,0.0
Bygge- og anleggsvirksomhet,1998,2256049.0,0.0541805607945572,0.0863589508647348,0.137836301629405,1.0914089347079037,1588.0,0.0
Bygge- og anleggsvirksomhet,1999,2293937.0,0.0532612709067424,0.0874871089721553,0.1345308260828889,1.1835883171070931,1702.0,0.0
Bygge- og anleggsvirksomhet,2000,2381713.0,0.051915994916264,0.0793698291130538,0.142551457102099,1.1186561829878483,1565.0,0.0
Bygge- og anleggsvirksomhet,2001,2418961.0,0.0504547200223567,0.0830410985841636,0.1777997039960532,0.9195338512763596,1657.0,0.0
Bygge- og anleggsvirksomhet,2002,2419667.0,0.0512950749008024,0.0820193849351821,0.1912573673870334,0.8741653826399589,1702.0,0.0
Bygge- og anleggsvirksomhet,2003,2445845.0,0.0527192033836976,0.07980270352016,0.2663751214771623,0.6169281284202845,1691.0,0.0
Bygge- og anleggsvirksomhet,2004,2517952.0,0.0529724156775029,0.0791561080205724,0.2653911725705626,0.5938615274803711,1664.0,0.0
Bygge- og anleggsvirksomhet,2005,2489504.0,0.0558412438782986,0.0758180654164598,0.2730550284629981,0.5705350938151494,1642.0,0.0
Bygge- og anleggsvirksomhet,2006,2541231.0,0.0588832735001265,0.0737322569435162,0.2410948971268014,0.6593984962406015,1754.0,0.0
Bygge- og anleggsvirksomhet,2007,2579927.0,0.0639184752126707,0.0748976683545071,0.2512347178366124,0.6148888172736062,1908.0,0.0
Bygge- og anleggsvirksomhet,2008,2597209.0,0.0643690977507008,0.0742253858116999,0.2564267870094286,0.5845380263984915,1860.0,0.0
Bygge- og anleggsvirksomhet,2009,2543097.0,0.061001998744051,0.0800146969716503,0.2521549987915895,0.5559105431309904,1740.0,0.0
Bygge- og anleggsvirksomhet,2010,2550537.0,0.0592385054598306,0.0690912701039115,0.4812721525050292,0.339171974522293,1704.0,0.0
Bygge- og anleggsvirksomhet,2011,2567673.0,0.0604562964209227,0.0705460214388785,0.5194046205825952,0.3143459915611814,1788.0,0.0
Bygge- og anleggsvirksomhet,2012,2637544.0,0.0631007482718771,0.0711766437742968,0.6142157690359615,0.2774876305662452,2019.0,0.0
Bygge- og anleggsvirksomhet,2013,2670968.0,0.0633657909791506,0.0721958309699376,0.6446517718307554,0.2778976767805002,2189.0,0.0
Bygge- og anleggsvirksomhet,2014,2722102.0,0.0633793296503951,0.0761744674684828,0.5815705372089484,0.2813031532120895,2150.0,0.0
Bygge- og anleggsvirksomhet,2015,2768846.0,0.0635008230865855,0.084004459004459,0.554637779282329,0.2706298828125,2217.0,0.0
Bygge- og anleggsvirksomhet,2016,2794643.0,0.0653053001760868,0.0822552806772417,0.5618172128963496,0.2578847521935025,2175.0,0.0
Bygge- og anleggsvirksomhet,2017,2860728.0,0.0658238042903764,0.0806727419491885,0.5521032190112567,0.2691069512340527,2257.0,0.0
Bygge- og anleggsvirksomhet,2018,2888791.0,0.0663218626754237,0.0792108147606868,0.56648655772272,0.2726532511341165,2344.0,0.0
Bygge- og anleggsvirksomhet,2019,2932024.0,0.0680393475633214,0.0738772789020166,0.6167729678382413,0.2393839383938394,2176.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1990,1776729.0,0.0589363937888107,0.1102908875604026,2.5385747683782145,0.0399072242308479,1170.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1991,1781787.0,0.0582836220042014,0.1071844697589769,2.5600574970802263,0.0401108927568781,1143.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1992,1833320.0,0.0577989658106604,0.0985145898607074,2.600057476769805,0.0421855427013484,1145.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1993,1857118.0,0.0566350657308797,0.1060868242408108,2.6757483419967736,0.0390206323687031,1165.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1994,1961089.0,0.0589259334991935,0.0927924263795983,2.670521309335074,0.0401243190389719,1149.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1995,2018526.0,0.0607745453860886,0.0888689627063378,3.477160154100165,0.0308905771868734,1171.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1996,2117728.0,0.0634647131265205,0.088369878200311,3.492969605119138,0.0317697536518343,1318.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1997,2222870.0,0.0638890263488193,0.0888062696719406,3.3968442752933714,0.0328423706262692,1407.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1998,2256049.0,0.0672529718991032,0.0847580506966505,3.3837480559875583,0.033551648856716,1460.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",1999,2293937.0,0.0665711394863939,0.0855739637220876,3.3817722681359044,0.0344398434141153,1522.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2000,2381713.0,0.0681169393625512,0.0833174099300397,3.1720056225493822,0.0346114376341076,1484.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2001,2418961.0,0.0691768077286074,0.0807835731701486,3.20994229915668,0.0359743731563421,1561.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2002,2419667.0,0.0693516917823816,0.0799365942028985,3.2387058297301325,0.0360924408433845,1568.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2003,2445845.0,0.0711651801320198,0.0731648464026565,3.336317235963879,0.0358689512332894,1524.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2004,2517952.0,0.071678093943014,0.0670537782161102,3.453561394810776,0.0351716712525421,1470.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2005,2489504.0,0.0734367167114413,0.06934651927295,3.372219592995741,0.0325825088297897,1393.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2006,2541231.0,0.0767151825237453,0.0677708757585239,3.378595216469876,0.0288319369147363,1287.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2007,2579927.0,0.0818922395866239,0.0589181923171586,3.6872589974293057,0.0288459443560861,1324.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2008,2597209.0,0.0824003767120782,0.0581418712122274,3.69766133569075,0.0276678982829819,1273.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2009,2543097.0,0.0812159347441328,0.0604531809818921,3.658097068716963,0.0273015873015873,1247.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2010,2550537.0,0.0840807249610572,0.0559335232757133,3.407919966652772,0.0331963403297617,1357.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2011,2567673.0,0.0851241571648726,0.0533327843126489,3.5624088530496696,0.0323163243191176,1342.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2012,2637544.0,0.0865665179424494,0.0531352513763396,3.634520276953512,0.0299133668979906,1319.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2013,2670968.0,0.0871687717711331,0.0511757757972726,3.728409567771717,0.0316495587970466,1406.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2014,2722102.0,0.0900135263116518,0.0447136222278452,4.063618108798832,0.0280990993014532,1251.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2015,2768846.0,0.0919624999006806,0.0432038644307426,4.344059630942642,0.0262612735148255,1255.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2016,2794643.0,0.0936216182174252,0.0451041320292464,4.210236420642318,0.0274932072053939,1366.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2017,2860728.0,0.0932108889765122,0.0427975143539682,4.323781983876621,0.0250086131771477,1234.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2018,2888791.0,0.0946080903741392,0.0419900257223667,4.294614848379227,0.0249771735822258,1231.0,0.0
"Varehandel, rep. av motorvogner, overnatting og servering",2019,2932024.0,0.0965906145379437,0.0421283447384589,4.145000419076355,0.0275811865572046,1364.0,0.0
Andre tjenesteytende næringer,1990,1776729.0,0.2479607188265627,0.0110586777253443,1.4546387520525452,0.0495273035134753,351.0,0.0
Andre tjenesteytende næringer,1991,1781787.0,0.2234043687601267,0.0122745623136268,1.4023741301678263,0.049620548744892,340.0,0.0
Andre tjenesteytende næringer,1992,1833320.0,0.2209134248249078,0.0130788508783842,1.3332074759297716,0.0471537807986406,333.0,0.0
Andre tjenesteytende næringer,1993,1857118.0,0.220766262563822,0.0130515696762596,1.3337693888992712,0.0487599831862127,348.0,0.0
Andre tjenesteytende næringer,1994,1961089.0,0.2191323290273924,0.0123098259869967,1.3688090737240075,0.0466786355475763,338.0,0.0
Andre tjenesteytende næringer,1995,2018526.0,0.2106338982009644,0.0130324340851894,1.324490164230283,0.0525957214879411,386.0,0.0
Andre tjenesteytende næringer,1996,2117728.0,0.2013653311473428,0.014700881959117,1.3089806986760248,0.0502071654886668,412.0,0.0
Andre tjenesteytende næringer,1997,2222870.0,0.2008066148717648,0.0140624194888959,1.2991875099569858,0.0537093807480073,438.0,0.0
Andre tjenesteytende næringer,1998,2256049.0,0.2129435131949705,0.0130513248031373,1.3138755980861243,0.05256130128672,433.0,0.0
Andre tjenesteytende næringer,1999,2293937.0,0.2246831538965542,0.0126792508473852,1.2970160673297628,0.0578102878716375,490.0,0.0
Andre tjenesteytende næringer,2000,2381713.0,0.2295553662427001,0.011010818769605,1.4451827242524915,0.0539080459770114,469.0,0.0
